,Quality,ID#1,ID#2,#1 String,#2 String
210,1,1941701,1941639,"He is one of two Democrats on the five-member FCC, and he is a strong advocate of harsher penalties against radio and television stations that violate indecency laws.","Copps, one of two Democrats on the five-member commission, has pushed for harsher penalties against radio and television stations that violate indecency laws."
212,1,421009,421091,"State media said there were at least 770 dead and over 5,600 injured.","The latest toll given by officials to state media was 643 dead and over 4,600 injured."
213,1,14485,14516,The March downturn was the only break in what has been broad growth in services for the past 15 months.,A downturn in services activity in March was the only break in what has been broad growth in services for the past 15 months.
214,1,549014,549093,"In the first three months of 2003 alone, weekly earnings adjusted for inflation fell 1.5% -- the biggest drop in more than a decade,"" Lieberman said.","In the first quarter of this year, weekly earnings adjusted for inflation fell 1.5 percent - the biggest drop in more than a decade."
215,1,3326623,3326701,"The statistical analysis was published Tuesday in Circulation, a journal of the American Heart Association (news - web sites).",Their findings were published Monday in Circulation: The Journal of the American Heart Association.
216,1,1106490,1106299,President George W. Bush and top administration officials cited the threat from Iraq's banned weapons programs as the main justification for going to war.,President Bush and top officials in his administration cited the threat from Iraq's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war.
217,1,607219,607092,"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months."
219,1,3092593,3092563,IG Farben's 500 properties were valued at around 38-million euros (about R300-million) and the firm had debts totalling about 28-million.,IG Farben's 500 properties were valued at around 38 million euros ($43.63 million) and the firm had debts totalling some 28 million euros.
221,1,1755505,1755464,"The agent, Bassem Youssef, filed the lawsuit on Friday in Federal District Court for the District of Columbia.",The lawsuit was filed on Friday at the US District Court for the District of Columbia.
223,1,2015140,2014900,"""Smallpox is not the only threat to the public's health, and vaccination is not the only tool for smallpox preparedness,"" Strom said.","""Smallpox is not the only threat to the nation's health, and vaccination is not the only tool for preparedness,"" his introductory statement says."
224,1,1449187,1449290,"Mr Abbas said: ""Every day without an agreement is an opportunity that was lost.","His Palestinian counterpart, Mahmoud Abbas, replied that ""every day without an agreement is an opportunity that was lost."
225,1,1988626,1988386,"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.""","Alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions."""
226,1,844524,844667,"Later in the day, a standoff developed between French soldiers and a Hema battlewagon that attempted to pass the UN compound.",French soldiers later threatened to open fire on a Hema battlewagon that tried to pass near the UN compound.
227,1,1860173,1860195,"""By its actions, the Bush administration threatens to give a bad name to a just war,"" Lieberman said.","""By its actions, the Bush administration threatens to give a bad name to a just war,"" the Connecticut Democrat told a Capitol Hill news conference."
230,1,1609290,1609098,"ONG KONG, July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for free elections and the resignation of Hong Kong's leader.",Tens of thousands of demonstrators gathered yesterday evening to stand before this city's legislature building and call for free elections and the resignation of Hong Kong's leader.
231,1,2746028,2746125,About 120 potential jurors were being asked to complete a lengthy questionnaire.,The jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire.
234,1,1917187,1917262,The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,"Nvidia's acquisition has been approved by directors at both companies, and is expected to close in the Nvidia's third quarter of fiscal 2004."
235,1,1102668,1102548,"The 39-year-old Luster initially gave police a false name, but later revealed his true identity.",Barrera said Luster gave police a false name immediately after his arrest Wednesday but later revealed his true identity.
237,1,374264,374624,"If the companies won't, their drugs could be prescribed to Medicaid patients only with the state's say-so.","If a company won't do so, its drugs could be prescribed to Medicaid patients only with the state's say-so."
238,1,1597193,1597119,"Saddam loyalists have been blamed for sabotaging the nation's infrastructure, as well as frequent attacks on U.S. soldiers.",Hussein loyalists have been blamed for sabotaging the nation's infrastructure and attacking US soldiers.
240,1,1469800,1469789,"Singer Brandy and her husband, Robert Smith, have called it quits.","Brandy and Husband SplitR'n'b star Brandy and Robert Smith, her husband of two years have split up."
241,1,2206809,2206624,"She told Murray, ""We ... we have ... the fresh air is going down fast!""","""The fresh air is going down fast!"" she screamed at Murray."
242,1,1970041,1969914,"""The president's campaign in 2000 set a standard for disclosure in political fund raising, and the campaign will again in 2004,"" Bush campaign spokesman Dan Ronayne said.","""The president's campaign in 2000 set a standard for disclosure in political fund raising and the campaign will again in 2004,"" said Dan Ronayne, a campaign spokesman."
243,1,20917,20853,"On April 11, Mayor Bart Peterson said it was ""inconceivable"" that the airline would resume operations at the base that had employed 1,500 workers, including 1,100 mechanics.","On April 11, Mayor Bart Peterson conceded that the facility's fate was inevitable, quashing the hopes of the airline's 1,500 local workers, including 1,100 mechanics."
